Code,Description
V473,Car occupant injured in collision with fixed or stationary object
V474,Car occupant injured in collision with fixed or stationary object
V475,Car occupant injured in collision with fixed or stationary object
V476,Car occupant injured in collision with fixed or stationary object
V477,Car occupant injured in collision with fixed or stationary object
V479,Car occupant injured in collision with fixed or stationary object
V48,Car occupant injured in noncollision transport accident
V480,Car occupant injured in noncollision transport accident
V481,Car occupant injured in noncollision transport accident
V482,Car occupant injured in noncollision transport accident
V483,Car occupant injured in noncollision transport accident
V484,Car occupant injured in noncollision transport accident
V485,Car occupant injured in noncollision transport accident
V486,Car occupant injured in noncollision transport accident
V487,Car occupant injured in noncollision transport accident
V489,Car occupant injured in noncollision transport accident
V49,Car occupant injured in other and unspecified transport accidents
V490,Driver injured in collision with other and unspecified motor vehicles in nontraffic accident
V491,Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident
V492,Unspecified car occupant injured in collision with other and unspecified motor vehicles in nontraffic accident
V493,Car occupant [any] injured in unspecified nontraffic accident
V494,Driver injured in collision with other and unspecified motor vehicles in traffic accident
V495,Passenger injured in collision with other and unspecified motor vehicles in traffic accident
V496,Unspecified car occupant injured in collision with other and unspecified motor vehicles in traffic accident
V498,Car occupant [any] injured in other specified transport accidents
V499,Car occupant [any] injured in unspecified traffic accident
V50,Occupant of pick-up truck or van injured in collision with pedestrian or animal
V500,Occupant of pick-up truck or van injured in collision with pedestrian or animal
V501,Occupant of pick-up truck or van injured in collision with pedestrian or animal
V502,Occupant of pick-up truck or van injured in collision with pedestrian or animal
V503,Occupant of pick-up truck or van injured in collision with pedestrian or animal
V504,Occupant of pick-up truck or van injured in collision with pedestrian or animal
V505,Occupant of pick-up truck or van injured in collision with pedestrian or animal
V506,Occupant of pick-up truck or van injured in collision with pedestrian or animal
V507,Occupant of pick-up truck or van injured in collision with pedestrian or animal
V509,Occupant of pick-up truck or van injured in collision with pedestrian or animal
V51,Occupant of pick-up truck or van injured in collision with pedal cycle
V510,Occupant of pick-up truck or van injured in collision with pedal cycle
V511,Occupant of pick-up truck or van injured in collision with pedal cycle
V512,Occupant of pick-up truck or van injured in collision with pedal cycle
V513,Occupant of pick-up truck or van injured in collision with pedal cycle
V514,Occupant of pick-up truck or van injured in collision with pedal cycle
V515,Occupant of pick-up truck or van injured in collision with pedal cycle
V516,Occupant of pick-up truck or van injured in collision with pedal cycle
V517,Occupant of pick-up truck or van injured in collision with pedal cycle
V519,Occupant of pick-up truck or van injured in collision with pedal cycle
V52,Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle
V520,Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle
V521,Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle
V522,Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle
V523,Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle
V524,Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle
V525,Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle
V526,Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle
V527,Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle
V529,Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle
V53,"Occupant of pick-up truck or van injured in collision with car, pick-up truck or van"
V530,"Occupant of pick-up truck or van injured in collision with car, pick-up truck or van"
V531,"Occupant of pick-up truck or van injured in collision with car, pick-up truck or van"
V532,"Occupant of pick-up truck or van injured in collision with car, pick-up truck or van"
V533,"Occupant of pick-up truck or van injured in collision with car, pick-up truck or van"
V534,"Occupant of pick-up truck or van injured in collision with car, pick-up truck or van"
V535,"Occupant of pick-up truck or van injured in collision with car, pick-up truck or van"
V536,"Occupant of pick-up truck or van injured in collision with car, pick-up truck or van"
V537,"Occupant of pick-up truck or van injured in collision with car, pick-up truck or van"
V539,"Occupant of pick-up truck or van injured in collision with car, pick-up truck or van"
V54,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus
V540,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus
V541,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus
V542,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus
V543,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus
V544,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus
V545,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus
V546,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus
V547,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus
V549,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus
V55,Occupant of pick-up truck or van injured in collision with railway train or railway vehicle
V550,Occupant of pick-up truck or van injured in collision with railway train or railway vehicle
V551,Occupant of pick-up truck or van injured in collision with railway train or railway vehicle
V552,Occupant of pick-up truck or van injured in collision with railway train or railway vehicle
V553,Occupant of pick-up truck or van injured in collision with railway train or railway vehicle
V554,Occupant of pick-up truck or van injured in collision with railway train or railway vehicle
V555,Occupant of pick-up truck or van injured in collision with railway train or railway vehicle
V556,Occupant of pick-up truck or van injured in collision with railway train or railway vehicle
V557,Occupant of pick-up truck or van injured in collision with railway train or railway vehicle
